instant,dteday,season,year,month,hours,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category
3618,2011-06-04,2,0,6,15,0,6,2,0.74,0.6515,0.27,0.4179,180,224,404,weekdays,Terlalu kering
3619,2011-06-04,2,0,6,16,0,6,2,0.72,0.6515,0.3,0.1343,168,272,440,weekdays,Terlalu kering
3620,2011-06-04,2,0,6,17,0,6,2,0.72,0.6515,0.34,0.2537,142,202,344,weekdays,Terlalu kering
3621,2011-06-04,2,0,6,18,0,6,2,0.74,0.6515,0.3,0.1642,127,214,341,weekdays,Terlalu kering
3622,2011-06-04,2,0,6,19,0,6,2,0.7,0.6364,0.39,0.0896,79,206,285,weekdays,Terlalu kering
3623,2011-06-04,2,0,6,20,0,6,2,0.7,0.6515,0.48,0.0896,90,149,239,weekdays,Terlalu kering
3624,2011-06-04,2,0,6,21,0,6,2,0.66,0.6212,0.47,0.1045,46,139,185,weekdays,Terlalu kering
3625,2011-06-04,2,0,6,22,0,6,1,0.64,0.6212,0.57,0.2239,49,141,190,weekdays,Terlalu kering
3626,2011-06-04,2,0,6,23,0,6,2,0.64,0.6212,0.57,0.0,29,121,150,weekdays,Terlalu kering
3627,2011-06-05,2,0,6,0,0,0,1,0.64,0.6212,0.57,0.0896,23,90,113,weekdays,Terlalu kering
3628,2011-06-05,2,0,6,1,0,0,2,0.64,0.6212,0.61,0.1642,26,70,96,weekdays,Terlalu kering
3629,2011-06-05,2,0,6,2,0,0,2,0.64,0.6212,0.61,0.1642,16,48,64,weekdays,Terlalu kering
3630,2011-06-05,2,0,6,3,0,0,2,0.62,0.6061,0.65,0.1642,22,25,47,weekdays,Terlalu kering
3631,2011-06-05,2,0,6,4,0,0,2,0.62,0.6061,0.65,0.1642,4,8,12,weekdays,Terlalu kering
3632,2011-06-05,2,0,6,5,0,0,2,0.62,0.6061,0.61,0.1343,1,5,6,weekdays,Terlalu kering
3633,2011-06-05,2,0,6,6,0,0,2,0.62,0.6061,0.61,0.1045,10,11,21,weekdays,Terlalu kering
3634,2011-06-05,2,0,6,7,0,0,2,0.6,0.5909,0.73,0.2537,8,19,27,weekdays,Terlalu kering
3635,2011-06-05,2,0,6,8,0,0,2,0.6,0.5909,0.73,0.2537,24,74,98,weekdays,Terlalu kering
3636,2011-06-05,2,0,6,9,0,0,2,0.6,0.5758,0.78,0.194,53,111,164,weekdays,Terlalu kering
3637,2011-06-05,2,0,6,10,0,0,2,0.62,0.5909,0.73,0.0896,83,168,251,weekdays,Terlalu kering
3638,2011-06-05,2,0,6,11,0,0,2,0.64,0.6061,0.69,0.1045,121,214,335,weekdays,Terlalu kering
3639,2011-06-05,2,0,6,12,0,0,2,0.64,0.6061,0.69,0.1045,123,212,335,weekdays,Terlalu kering
3640,2011-06-05,2,0,6,13,0,0,1,0.66,0.6212,0.65,0.1045,154,213,367,weekdays,Terlalu kering
3641,2011-06-05,2,0,6,14,0,0,1,0.7,0.6515,0.58,0.1642,161,224,385,weekdays,Terlalu kering
3642,2011-06-05,2,0,6,15,0,0,1,0.7,0.6515,0.54,0.0,161,256,417,weekdays,Terlalu kering
3643,2011-06-05,2,0,6,16,0,0,1,0.72,0.6667,0.51,0.0896,138,260,398,weekdays,Terlalu kering
3644,2011-06-05,2,0,6,17,0,0,1,0.74,0.6667,0.51,0.0,126,264,390,weekdays,Terlalu kering
3645,2011-06-05,2,0,6,18,0,0,1,0.7,0.6515,0.58,0.1045,124,239,363,weekdays,Terlalu kering
3646,2011-06-05,2,0,6,19,0,0,1,0.68,0.6364,0.65,0.1642,108,249,357,weekdays,Terlalu kering
3647,2011-06-05,2,0,6,20,0,0,1,0.66,0.6212,0.69,0.194,84,195,279,weekdays,Terlalu kering
3648,2011-06-05,2,0,6,21,0,0,1,0.64,0.6061,0.73,0.1642,54,111,165,weekdays,Terlalu kering
3649,2011-06-05,2,0,6,22,0,0,1,0.64,0.5909,0.78,0.2239,36,94,130,weekdays,Terlalu kering
3650,2011-06-05,2,0,6,23,0,0,1,0.62,0.5909,0.78,0.1343,25,61,86,weekdays,Terlalu kering
3651,2011-06-06,2,0,6,0,0,1,1,0.62,0.5909,0.78,0.1343,11,18,29,weekdays,Terlalu kering
3652,2011-06-06,2,0,6,1,0,1,1,0.6,0.5606,0.83,0.1343,9,5,14,weekdays,Terlalu kering
3653,2011-06-06,2,0,6,2,0,1,1,0.58,0.5455,0.88,0.1045,4,4,8,weekdays,Terlalu kering
3654,2011-06-06,2,0,6,3,0,1,1,0.58,0.5455,0.88,0.0,2,3,5,weekdays,Terlalu kering
3655,2011-06-06,2,0,6,4,0,1,1,0.56,0.5303,0.94,0.1045,4,4,8,weekdays,Terlalu kering
3656,2011-06-06,2,0,6,5,0,1,1,0.56,0.5303,0.88,0.0896,7,24,31,weekdays,Terlalu kering
3657,2011-06-06,2,0,6,6,0,1,1,0.58,0.5455,0.88,0.0,11,101,112,weekdays,Terlalu kering
3658,2011-06-06,2,0,6,7,0,1,1,0.62,0.5909,0.78,0.1045,18,281,299,weekdays,Terlalu kering
3659,2011-06-06,2,0,6,8,0,1,1,0.64,0.6061,0.73,0.0896,28,410,438,weekdays,Terlalu kering
3660,2011-06-06,2,0,6,9,0,1,1,0.7,0.6515,0.58,0.1642,26,162,188,weekdays,Terlalu kering
3661,2011-06-06,2,0,6,10,0,1,1,0.72,0.6667,0.51,0.2239,31,64,95,weekdays,Terlalu kering
3662,2011-06-06,2,0,6,11,0,1,1,0.74,0.6667,0.42,0.1343,39,72,111,weekdays,Terlalu kering
3663,2011-06-06,2,0,6,12,0,1,1,0.76,0.6667,0.37,0.1642,25,128,153,weekdays,Terlalu kering
3664,2011-06-06,2,0,6,13,0,1,1,0.78,0.6818,0.35,0.0,28,152,180,weekdays,Terlalu kering
3665,2011-06-06,2,0,6,14,0,1,1,0.78,0.6818,0.31,0.1343,46,99,145,weekdays,Terlalu kering
3666,2011-06-06,2,0,6,15,0,1,1,0.8,0.697,0.29,0.194,38,127,165,weekdays,Terlalu kering
3667,2011-06-06,2,0,6,16,0,1,1,0.76,0.6667,0.33,0.1343,34,233,267,weekdays,Terlalu kering
3668,2011-06-06,2,0,6,17,0,1,1,0.78,0.6818,0.33,0.2836,63,516,579,weekdays,Terlalu kering
3669,2011-06-06,2,0,6,18,0,1,1,0.76,0.6667,0.31,0.1343,56,500,556,weekdays,Terlalu kering
3670,2011-06-06,2,0,6,19,0,1,1,0.72,0.6667,0.54,0.194,64,343,407,weekdays,Terlalu kering
3671,2011-06-06,2,0,6,20,0,1,1,0.68,0.6364,0.61,0.1343,59,277,336,weekdays,Terlalu kering
3672,2011-06-06,2,0,6,21,0,1,1,0.66,0.6212,0.57,0.0896,29,160,189,weekdays,Terlalu kering
3673,2011-06-06,2,0,6,22,0,1,1,0.66,0.6212,0.61,0.0896,36,137,173,weekdays,Terlalu kering
3674,2011-06-06,2,0,6,23,0,1,1,0.64,0.6061,0.69,0.0896,5,55,60,weekdays,Terlalu kering
3675,2011-06-07,2,0,6,0,0,2,1,0.64,0.6061,0.65,0.0896,5,15,20,weekdays,Terlalu kering
3676,2011-06-07,2,0,6,1,0,2,1,0.62,0.6061,0.69,0.1343,2,2,4,weekdays,Terlalu kering
3677,2011-06-07,2,0,6,2,0,2,1,0.6,0.5909,0.73,0.0896,3,2,5,weekdays,Terlalu kering
3678,2011-06-07,2,0,6,3,0,2,1,0.6,0.5909,0.73,0.0896,1,1,2,weekdays,Terlalu kering
3679,2011-06-07,2,0,6,4,0,2,1,0.58,0.5455,0.83,0.1343,2,3,5,weekdays,Terlalu kering
3680,2011-06-07,2,0,6,5,0,2,1,0.58,0.5455,0.88,0.1642,2,30,32,weekdays,Terlalu kering
3681,2011-06-07,2,0,6,6,0,2,1,0.6,0.5758,0.78,0.1343,10,116,126,weekdays,Terlalu kering
3682,2011-06-07,2,0,6,7,0,2,2,0.64,0.6061,0.69,0.194,23,311,334,weekdays,Terlalu kering
3683,2011-06-07,2,0,6,8,0,2,2,0.68,0.6364,0.61,0.1343,45,432,477,weekdays,Terlalu kering
3684,2011-06-07,2,0,6,9,0,2,2,0.72,0.6667,0.58,0.2239,27,190,217,weekdays,Terlalu kering
3685,2011-06-07,2,0,6,10,0,2,2,0.76,0.6818,0.48,0.194,37,86,123,weekdays,Terlalu kering
3686,2011-06-07,2,0,6,11,0,2,2,0.76,0.697,0.52,0.2537,38,113,151,weekdays,Terlalu kering
3687,2011-06-07,2,0,6,12,0,2,2,0.8,0.7273,0.46,0.2836,42,141,183,weekdays,Terlalu kering
3688,2011-06-07,2,0,6,13,0,2,2,0.8,0.7273,0.43,0.2537,55,141,196,weekdays,Terlalu kering
3689,2011-06-07,2,0,6,14,0,2,2,0.8,0.7273,0.43,0.2836,34,112,146,weekdays,Terlalu kering
3690,2011-06-07,2,0,6,15,0,2,2,0.82,0.7424,0.41,0.3284,56,127,183,weekdays,Terlalu kering
3691,2011-06-07,2,0,6,16,0,2,1,0.8,0.7121,0.38,0.2239,55,253,308,weekdays,Terlalu kering
3692,2011-06-07,2,0,6,17,0,2,1,0.8,0.7273,0.43,0.2537,64,475,539,weekdays,Terlalu kering
3693,2011-06-07,2,0,6,18,0,2,1,0.78,0.697,0.46,0.2836,72,479,551,weekdays,Terlalu kering
3694,2011-06-07,2,0,6,19,0,2,1,0.76,0.6818,0.48,0.2537,69,355,424,weekdays,Terlalu kering
3695,2011-06-07,2,0,6,20,0,2,1,0.74,0.6818,0.56,0.1343,45,301,346,weekdays,Terlalu kering
3696,2011-06-07,2,0,6,21,0,2,1,0.72,0.6818,0.7,0.1343,31,187,218,weekdays,Terlalu kering
3697,2011-06-07,2,0,6,22,0,2,1,0.7,0.6515,0.65,0.1343,27,126,153,weekdays,Terlalu kering
3698,2011-06-07,2,0,6,23,0,2,1,0.68,0.6364,0.79,0.1045,18,72,90,weekdays,Terlalu kering
3699,2011-06-08,2,0,6,0,0,3,1,0.66,0.5909,0.89,0.1343,12,29,41,weekdays,Terlalu kering
3700,2011-06-08,2,0,6,1,0,3,1,0.66,0.6061,0.78,0.0,3,20,23,weekdays,Terlalu kering
3701,2011-06-08,2,0,6,2,0,3,1,0.64,0.5758,0.89,0.0896,0,7,7,weekdays,Terlalu kering
3702,2011-06-08,2,0,6,3,0,3,1,0.64,0.5758,0.89,0.0896,2,1,3,weekdays,Terlalu kering
3703,2011-06-08,2,0,6,4,0,3,1,0.62,0.5758,0.83,0.0,0,6,6,weekdays,Terlalu kering
3704,2011-06-08,2,0,6,5,0,3,1,0.62,0.5606,0.88,0.0,0,21,21,weekdays,Terlalu kering
3705,2011-06-08,2,0,6,6,0,3,1,0.64,0.5758,0.89,0.1343,13,103,116,weekdays,Terlalu kering
3706,2011-06-08,2,0,6,7,0,3,1,0.66,0.6212,0.74,0.1045,24,329,353,weekdays,Terlalu kering
3707,2011-06-08,2,0,6,8,0,3,1,0.76,0.7121,0.58,0.1642,46,435,481,weekdays,Terlalu kering
3708,2011-06-08,2,0,6,9,0,3,1,0.76,0.7121,0.58,0.1642,34,168,202,weekdays,Terlalu kering
3709,2011-06-08,2,0,6,10,0,3,1,0.82,0.7424,0.43,0.2239,27,63,90,weekdays,Terlalu kering
3710,2011-06-08,2,0,6,11,0,3,1,0.84,0.7576,0.41,0.194,28,106,134,weekdays,Terlalu kering
3711,2011-06-08,2,0,6,12,0,3,1,0.88,0.8182,0.42,0.1343,15,134,149,weekdays,Terlalu kering
3712,2011-06-08,2,0,6,13,0,3,1,0.9,0.8485,0.42,0.0,20,116,136,weekdays,Terlalu kering
3713,2011-06-08,2,0,6,14,0,3,1,0.92,0.8788,0.4,0.2537,44,111,155,weekdays,Terlalu kering
3714,2011-06-08,2,0,6,15,0,3,1,0.92,0.8788,0.4,0.1642,28,100,128,weekdays,Terlalu kering
3715,2011-06-08,2,0,6,16,0,3,1,0.92,0.8788,0.4,0.2239,34,199,233,weekdays,Terlalu kering
3716,2011-06-08,2,0,6,17,0,3,1,0.92,0.8485,0.35,0.2239,80,426,506,weekdays,Terlalu kering
3717,2011-06-08,2,0,6,18,0,3,1,0.9,0.8182,0.37,0.2239,61,398,459,weekdays,Terlalu kering
3718,2011-06-08,2,0,6,19,0,3,1,0.82,0.803,0.59,0.1343,61,323,384,weekdays,Terlalu kering
3719,2011-06-08,2,0,6,20,0,3,1,0.8,0.7879,0.63,0.1343,55,225,280,weekdays,Terlalu kering
3720,2011-06-08,2,0,6,21,0,3,1,0.8,0.803,0.66,0.1343,34,168,202,weekdays,Terlalu kering
3721,2011-06-08,2,0,6,22,0,3,1,0.76,0.7424,0.75,0.1642,37,139,176,weekdays,Terlalu kering
3722,2011-06-08,2,0,6,23,0,3,1,0.76,0.7424,0.75,0.194,18,98,116,weekdays,Terlalu kering
3723,2011-06-09,2,0,6,0,0,4,2,0.74,0.7121,0.79,0.1343,7,40,47,weekdays,Terlalu kering
3724,2011-06-09,2,0,6,1,0,4,1,0.74,0.7121,0.79,0.1045,3,13,16,weekdays,Terlalu kering
3725,2011-06-09,2,0,6,2,0,4,2,0.72,0.7121,0.84,0.1642,0,6,6,weekdays,Terlalu kering
3726,2011-06-09,2,0,6,3,0,4,2,0.72,0.7121,0.84,0.1045,0,2,2,weekdays,Terlalu kering
3727,2011-06-09,2,0,6,4,0,4,2,0.72,0.697,0.79,0.0896,2,4,6,weekdays,Terlalu kering
3728,2011-06-09,2,0,6,5,0,4,2,0.7,0.6667,0.84,0.0,1,19,20,weekdays,Terlalu kering
3729,2011-06-09,2,0,6,6,0,4,2,0.72,0.7121,0.84,0.0896,13,105,118,weekdays,Terlalu kering
3730,2011-06-09,2,0,6,7,0,4,2,0.72,0.697,0.79,0.1343,31,283,314,weekdays,Terlalu kering
3731,2011-06-09,2,0,6,8,0,4,2,0.76,0.7273,0.7,0.1045,32,400,432,weekdays,Terlalu kering
3732,2011-06-09,2,0,6,9,0,4,1,0.84,0.7879,0.49,0.0,20,148,168,weekdays,Terlalu kering
3733,2011-06-09,2,0,6,10,0,4,1,0.86,0.8182,0.5,0.2836,20,74,94,weekdays,Terlalu kering
3734,2011-06-09,2,0,6,11,0,4,1,0.9,0.8485,0.42,0.2239,36,82,118,weekdays,Terlalu kering
3735,2011-06-09,2,0,6,12,0,4,1,0.92,0.8485,0.35,0.194,40,100,140,weekdays,Terlalu kering
3736,2011-06-09,2,0,6,13,0,4,1,0.9,0.8182,0.37,0.0896,18,118,136,weekdays,Terlalu kering
3737,2011-06-09,2,0,6,14,0,4,1,0.92,0.8788,0.4,0.194,25,93,118,weekdays,Terlalu kering
3738,2011-06-09,2,0,6,15,0,4,1,0.94,0.8333,0.31,0.1642,18,86,104,weekdays,Terlalu kering
3739,2011-06-09,2,0,6,16,0,4,1,0.92,0.8333,0.33,0.1343,30,170,200,weekdays,Terlalu kering
3740,2011-06-09,2,0,6,17,0,4,1,0.9,0.8182,0.37,0.2537,54,355,409,weekdays,Terlalu kering
3741,2011-06-09,2,0,6,18,0,4,1,0.88,0.803,0.39,0.2836,52,414,466,weekdays,Terlalu kering
3742,2011-06-09,2,0,6,19,0,4,2,0.84,0.7424,0.39,0.3284,55,271,326,weekdays,Terlalu kering
3743,2011-06-09,2,0,6,20,0,4,2,0.8,0.7273,0.43,0.194,40,214,254,weekdays,Terlalu kering
3744,2011-06-09,2,0,6,21,0,4,3,0.76,0.697,0.52,0.0,29,142,171,weekdays,Terlalu kering
3745,2011-06-09,2,0,6,22,0,4,2,0.74,0.6818,0.58,0.1642,22,131,153,weekdays,Terlalu kering
3746,2011-06-09,2,0,6,23,0,4,2,0.74,0.697,0.57,0.1642,15,82,97,weekdays,Terlalu kering
3747,2011-06-10,2,0,6,0,0,5,3,0.7,0.6515,0.65,0.2239,8,61,69,weekdays,Terlalu kering
3748,2011-06-10,2,0,6,1,0,5,3,0.7,0.6515,0.65,0.2239,5,18,23,weekdays,Terlalu kering
3749,2011-06-10,2,0,6,2,0,5,1,0.68,0.6364,0.69,0.1642,6,7,13,weekdays,Terlalu kering
3750,2011-06-10,2,0,6,3,0,5,1,0.68,0.6364,0.69,0.1642,3,3,6,weekdays,Terlalu kering
3751,2011-06-10,2,0,6,4,0,5,1,0.66,0.6061,0.78,0.1642,0,4,4,weekdays,Terlalu kering
3752,2011-06-10,2,0,6,5,0,5,1,0.66,0.6061,0.78,0.1642,0,28,28,weekdays,Terlalu kering
3753,2011-06-10,2,0,6,6,0,5,1,0.66,0.6061,0.78,0.0896,10,94,104,weekdays,Terlalu kering
3754,2011-06-10,2,0,6,7,0,5,1,0.72,0.6818,0.66,0.1045,25,242,267,weekdays,Terlalu kering
3755,2011-06-10,2,0,6,8,0,5,1,0.74,0.6818,0.58,0.1343,29,423,452,weekdays,Terlalu kering
3756,2011-06-10,2,0,6,9,0,5,1,0.76,0.697,0.55,0.0,37,176,213,weekdays,Terlalu kering
3757,2011-06-10,2,0,6,10,0,5,1,0.78,0.7121,0.52,0.0,23,88,111,weekdays,Terlalu kering
3758,2011-06-10,2,0,6,11,0,5,1,0.82,0.7576,0.46,0.0,46,107,153,weekdays,Terlalu kering
3759,2011-06-10,2,0,6,12,0,5,1,0.84,0.7576,0.44,0.1343,40,167,207,weekdays,Terlalu kering
3760,2011-06-10,2,0,6,13,0,5,1,0.84,0.7576,0.44,0.1045,40,149,189,weekdays,Terlalu kering
3761,2011-06-10,2,0,6,14,0,5,1,0.86,0.7727,0.39,0.0,44,121,165,weekdays,Terlalu kering
3762,2011-06-10,2,0,6,15,0,5,1,0.84,0.7576,0.44,0.1045,49,163,212,weekdays,Terlalu kering
3763,2011-06-10,2,0,6,16,0,5,1,0.82,0.7879,0.56,0.2985,46,239,285,weekdays,Terlalu kering
3764,2011-06-10,2,0,6,17,0,5,1,0.82,0.7727,0.52,0.2239,63,454,517,weekdays,Terlalu kering
3765,2011-06-10,2,0,6,18,0,5,1,0.8,0.7727,0.59,0.2239,96,367,463,weekdays,Terlalu kering
3766,2011-06-10,2,0,6,19,0,5,1,0.78,0.7424,0.59,0.194,61,245,306,weekdays,Terlalu kering
3767,2011-06-10,2,0,6,20,0,5,1,0.76,0.7121,0.62,0.1045,53,197,250,weekdays,Terlalu kering
3768,2011-06-10,2,0,6,21,0,5,1,0.76,0.7273,0.66,0.1343,55,163,218,weekdays,Terlalu kering
3769,2011-06-10,2,0,6,22,0,5,1,0.72,0.697,0.74,0.2537,40,145,185,weekdays,Terlalu kering
3770,2011-06-10,2,0,6,23,0,5,1,0.72,0.697,0.74,0.1642,36,110,146,weekdays,Terlalu kering
3771,2011-06-11,2,0,6,0,0,6,1,0.7,0.6667,0.79,0.1343,28,89,117,weekdays,Terlalu kering
3772,2011-06-11,2,0,6,1,0,6,1,0.7,0.6667,0.79,0.0896,10,67,77,weekdays,Terlalu kering
3773,2011-06-11,2,0,6,2,0,6,1,0.7,0.6667,0.79,0.1045,10,50,60,weekdays,Terlalu kering
3774,2011-06-11,2,0,6,3,0,6,1,0.68,0.6364,0.83,0.0896,10,18,28,weekdays,Terlalu kering
3775,2011-06-11,2,0,6,4,0,6,1,0.68,0.6364,0.79,0.0896,4,9,13,weekdays,Terlalu kering
3776,2011-06-11,2,0,6,5,0,6,1,0.68,0.6364,0.74,0.1343,4,12,16,weekdays,Terlalu kering
3777,2011-06-11,2,0,6,6,0,6,1,0.7,0.6515,0.61,0.1343,9,31,40,weekdays,Terlalu kering
3778,2011-06-11,2,0,6,7,0,6,1,0.72,0.6667,0.58,0.194,18,50,68,weekdays,Terlalu kering
3779,2011-06-11,2,0,6,8,0,6,1,0.74,0.6818,0.58,0.194,32,111,143,weekdays,Terlalu kering
3780,2011-06-11,2,0,6,9,0,6,1,0.74,0.6818,0.62,0.1343,59,171,230,weekdays,Terlalu kering
3781,2011-06-11,2,0,6,10,0,6,1,0.74,0.6818,0.58,0.1642,91,173,264,weekdays,Terlalu kering
3782,2011-06-11,2,0,6,11,0,6,1,0.76,0.7121,0.62,0.1343,110,215,325,weekdays,Terlalu kering
3783,2011-06-11,2,0,6,12,0,6,1,0.8,0.7576,0.55,0.2239,112,235,347,weekdays,Terlalu kering
3784,2011-06-11,2,0,6,13,0,6,1,0.8,0.7576,0.55,0.194,150,237,387,weekdays,Terlalu kering
3785,2011-06-11,2,0,6,14,0,6,1,0.82,0.7727,0.49,0.1045,148,232,380,weekdays,Terlalu kering
3786,2011-06-11,2,0,6,15,0,6,1,0.82,0.7727,0.49,0.1045,142,232,374,weekdays,Terlalu kering
3787,2011-06-11,2,0,6,16,0,6,2,0.8,0.7273,0.46,0.194,169,225,394,weekdays,Terlalu kering
3788,2011-06-11,2,0,6,17,0,6,2,0.74,0.6818,0.58,0.1642,147,190,337,weekdays,Terlalu kering
3789,2011-06-11,2,0,6,18,0,6,2,0.72,0.6818,0.62,0.1343,131,155,286,weekdays,Terlalu kering
3790,2011-06-11,2,0,6,19,0,6,1,0.7,0.6515,0.65,0.194,97,167,264,weekdays,Terlalu kering
3791,2011-06-11,2,0,6,20,0,6,1,0.68,0.6364,0.74,0.2537,95,180,275,weekdays,Terlalu kering
3792,2011-06-11,2,0,6,21,0,6,1,0.66,0.6212,0.74,0.2239,76,144,220,weekdays,Terlalu kering
3793,2011-06-11,2,0,6,22,0,6,1,0.66,0.6061,0.78,0.2239,53,137,190,weekdays,Terlalu kering
3794,2011-06-11,2,0,6,23,0,6,1,0.66,0.6212,0.74,0.1045,24,107,131,weekdays,Terlalu kering
3795,2011-06-12,2,0,6,0,0,0,1,0.66,0.6061,0.78,0.2239,19,100,119,weekdays,Terlalu kering
3796,2011-06-12,2,0,6,1,0,0,1,0.64,0.5758,0.83,0.1045,19,74,93,weekdays,Terlalu kering
3797,2011-06-12,2,0,6,2,0,0,1,0.64,0.5758,0.89,0.2537,9,57,66,weekdays,Terlalu kering
3798,2011-06-12,2,0,6,3,0,0,1,0.64,0.5758,0.89,0.2836,8,20,28,weekdays,Terlalu kering
3799,2011-06-12,2,0,6,4,0,0,1,0.62,0.5606,0.88,0.1642,8,6,14,weekdays,Terlalu kering
3800,2011-06-12,2,0,6,5,0,0,1,0.62,0.5606,0.88,0.2239,5,5,10,weekdays,Terlalu kering
3801,2011-06-12,2,0,6,6,0,0,1,0.62,0.5606,0.88,0.1045,5,9,14,weekdays,Terlalu kering
3802,2011-06-12,2,0,6,7,0,0,1,0.64,0.5909,0.78,0.1045,7,27,34,weekdays,Terlalu kering
3803,2011-06-12,2,0,6,8,0,0,1,0.7,0.6667,0.74,0.0,28,64,92,weekdays,Terlalu kering
3804,2011-06-12,2,0,6,9,0,0,1,0.72,0.6818,0.66,0.0,75,107,182,weekdays,Terlalu kering
3805,2011-06-12,2,0,6,10,0,0,1,0.76,0.7121,0.58,0.0896,120,191,311,weekdays,Terlalu kering
3806,2011-06-12,2,0,6,11,0,0,1,0.78,0.7273,0.55,0.1045,131,236,367,weekdays,Terlalu kering
3807,2011-06-12,2,0,6,12,0,0,1,0.82,0.7576,0.46,0.0,176,244,420,weekdays,Terlalu kering
3808,2011-06-12,2,0,6,13,0,0,1,0.78,0.7424,0.59,0.2836,109,264,373,weekdays,Terlalu kering
3809,2011-06-12,2,0,6,14,0,0,1,0.82,0.7879,0.56,0.2537,96,219,315,weekdays,Terlalu kering
3810,2011-06-12,2,0,6,15,0,0,1,0.8,0.7727,0.59,0.2985,142,218,360,weekdays,Terlalu kering
3811,2011-06-12,2,0,6,16,0,0,3,0.68,0.6364,0.83,0.2836,115,235,350,weekdays,Terlalu kering
3812,2011-06-12,2,0,6,17,0,0,3,0.68,0.6364,0.83,0.2836,94,158,252,weekdays,Terlalu kering
3813,2011-06-12,2,0,6,18,0,0,1,0.7,0.6667,0.74,0.1642,69,187,256,weekdays,Terlalu kering
3814,2011-06-12,2,0,6,19,0,0,1,0.7,0.6667,0.74,0.1045,67,156,223,weekdays,Terlalu kering
3815,2011-06-12,2,0,6,20,0,0,1,0.66,0.6061,0.83,0.1642,62,144,206,weekdays,Terlalu kering
3816,2011-06-12,2,0,6,21,0,0,1,0.66,0.6061,0.83,0.1045,39,101,140,weekdays,Terlalu kering
3817,2011-06-12,2,0,6,22,0,0,1,0.64,0.5758,0.83,0.1343,31,97,128,weekdays,Terlalu kering
3818,2011-06-12,2,0,6,23,0,0,1,0.64,0.5909,0.78,0.194,33,74,107,weekdays,Terlalu kering
3819,2011-06-13,2,0,6,0,0,1,1,0.64,0.5909,0.78,0.1343,8,20,28,weekdays,Terlalu kering
3820,2011-06-13,2,0,6,1,0,1,1,0.64,0.6061,0.73,0.2239,6,10,16,weekdays,Terlalu kering
3821,2011-06-13,2,0,6,2,0,1,1,0.62,0.5909,0.73,0.2836,2,8,10,weekdays,Terlalu kering
3822,2011-06-13,2,0,6,3,0,1,1,0.6,0.6061,0.6,0.4925,1,6,7,weekdays,Terlalu kering
3823,2011-06-13,2,0,6,4,0,1,1,0.56,0.5303,0.64,0.2985,1,3,4,weekdays,Terlalu kering
3824,2011-06-13,2,0,6,5,0,1,1,0.54,0.5152,0.64,0.3881,2,27,29,weekdays,Terlalu kering
3825,2011-06-13,2,0,6,6,0,1,1,0.54,0.5152,0.64,0.4179,7,98,105,weekdays,Terlalu kering
3826,2011-06-13,2,0,6,7,0,1,1,0.56,0.5303,0.56,0.3582,26,302,328,weekdays,Terlalu kering
3827,2011-06-13,2,0,6,8,0,1,1,0.58,0.5455,0.49,0.4478,44,432,476,weekdays,Terlalu kering
3828,2011-06-13,2,0,6,9,0,1,1,0.62,0.6212,0.46,0.3582,35,189,224,weekdays,Terlalu kering
3829,2011-06-13,2,0,6,10,0,1,1,0.64,0.6212,0.41,0.3284,38,80,118,weekdays,Terlalu kering
3830,2011-06-13,2,0,6,11,0,1,1,0.66,0.6212,0.41,0.2985,53,106,159,weekdays,Terlalu kering
3831,2011-06-13,2,0,6,12,0,1,1,0.66,0.6212,0.41,0.2836,35,161,196,weekdays,Terlalu kering
3832,2011-06-13,2,0,6,13,0,1,1,0.7,0.6364,0.37,0.0,53,174,227,weekdays,Terlalu kering
3833,2011-06-13,2,0,6,14,0,1,1,0.7,0.6364,0.34,0.2537,55,145,200,weekdays,Terlalu kering
3834,2011-06-13,2,0,6,15,0,1,1,0.7,0.6364,0.37,0.4478,58,127,185,weekdays,Terlalu kering
3835,2011-06-13,2,0,6,16,0,1,1,0.7,0.6364,0.37,0.4179,64,262,326,weekdays,Terlalu kering
3836,2011-06-13,2,0,6,17,0,1,1,0.7,0.6364,0.39,0.3284,72,529,601,weekdays,Terlalu kering
3837,2011-06-13,2,0,6,18,0,1,1,0.7,0.6364,0.37,0.3582,76,510,586,weekdays,Terlalu kering
3838,2011-06-13,2,0,6,19,0,1,1,0.66,0.6212,0.39,0.2836,75,348,423,weekdays,Terlalu kering
3839,2011-06-13,2,0,6,20,0,1,1,0.64,0.6212,0.44,0.2537,78,253,331,weekdays,Terlalu kering
3840,2011-06-13,2,0,6,21,0,1,1,0.64,0.6212,0.41,0.2537,40,178,218,weekdays,Terlalu kering
3841,2011-06-13,2,0,6,22,0,1,1,0.62,0.6212,0.46,0.2239,20,114,134,weekdays,Terlalu kering
3842,2011-06-13,2,0,6,23,0,1,1,0.62,0.6212,0.46,0.194,14,75,89,weekdays,Terlalu kering
3843,2011-06-14,2,0,6,0,0,2,1,0.6,0.6212,0.49,0.194,13,18,31,weekdays,Terlalu kering
3844,2011-06-14,2,0,6,1,0,2,1,0.6,0.6212,0.49,0.2537,3,10,13,weekdays,Terlalu kering
3845,2011-06-14,2,0,6,2,0,2,1,0.6,0.6212,0.49,0.2836,2,8,10,weekdays,Terlalu kering
3846,2011-06-14,2,0,6,3,0,2,1,0.58,0.5455,0.53,0.3284,1,1,2,weekdays,Terlalu kering
